"TIME","LATITUDE","LONGITUDE","TYPE","NR-TAC","NR-PCI","NR-CI","NR-ARFCN","CSI-RSRP","CSI-RSRQ","CSI-SINR","SS-RSRP","SS-RSRQ","SS-SINR","TAC","PCI","ECI","EARFCN","BAND_WIDTH","RSSI","RSRP","RSRQ","SINR","CQI","LAC","CI","RXLEV","ARFCN","BSIC","PSC","UARFCN","NID","BID","SID","CDMADBM","CDMAECIO","EVDODBM","EVDOECIO","EVDOSNR"
"20210917 10:39:46.440","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:46.453","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:47.057","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:47.408","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:48.194","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:48.418","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:49.309","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:49.379","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:50.431","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:51.506","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:51.508","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:51.569","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:52.658","22.588296","113.972718","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:53.389","22.588361","113.972689","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:53.792","22.588361","113.972689","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:54.557","22.588361","113.972689","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:54.922","22.588361","113.972689","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:55.387","22.588415","113.97268","LTE","","","","","","","","","","","9771","283","224778575","38950","","-63","-92","-11","21.0","","","","","","","","","","","","","","","",""
"20210917 10:39:55.816","22.588415","113.97268","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:39:55.830","22.588415","113.97268","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:39:56.026","22.588415","113.97268","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:39:57.158","22.588415","113.97268","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:39:57.387","22.58846","113.972654","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:39:57.582","22.58846","113.972654","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:39:58.275","22.58846","113.972654","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:39:59.438","22.58846","113.972654","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:39:59.490","22.588493","113.972624","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:40:00.531","22.588493","113.972624","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:40:00.598","22.588493","113.972624","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:40:01.407","22.588536","113.972598","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:40:01.642","22.588536","113.972598","LTE","","","","","","","","","","","9771","283","224778575","38950","","-55","-78","-3","26.0","","","","","","","","","","","","","","","",""
"20210917 10:40:02.198","22.588536","113.972598","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:02.211","22.588536","113.972598","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:02.755","22.588536","113.972598","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:03.389","22.588582","113.972577","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:03.616","22.588582","113.972577","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:03.924","22.588582","113.972577","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:05.046","22.588582","113.972577","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:05.411","22.588596","113.972556","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:06.177","22.588596","113.972556","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:06.636","22.588596","113.972556","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:07.274","22.588596","113.972556","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:07.370","22.588634","113.972557","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-78","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:08.229","22.588634","113.972557","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:08.240","22.588634","113.972557","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:08.410","22.588634","113.972557","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:09.475","22.588634","113.972557","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:09.552","22.588679","113.972566","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:10.585","22.588679","113.972566","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:11.415","22.588711","113.972592","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:11.670","22.588711","113.972592","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:12.283","22.588711","113.972592","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:12.819","22.588711","113.972592","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:13.418","22.588723","113.972658","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:13.960","22.588723","113.972658","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:14.208","22.588723","113.972658","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-88","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:14.220","22.588723","113.972658","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:15.110","22.588723","113.972658","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:15.302","22.588723","113.972658","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:15.403","22.58873","113.972696","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:16.217","22.58873","113.972696","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:17.319","22.58873","113.972696","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:17.397","22.588649","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:18.322","22.588649","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:18.441","22.588649","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:19.378","22.588614","113.972794","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:19.547","22.588614","113.972794","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:20.213","22.588614","113.972794","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:20.228","22.588614","113.972794","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:20.683","22.588614","113.972794","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:21.391","22.58851","113.972771","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:21.799","22.58851","113.972771","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:22.916","22.58851","113.972771","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:23.266","22.58851","113.972771","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:23.379","22.588434","113.972757","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:24.069","22.588434","113.972757","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:25.213","22.588434","113.972757","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:25.386","22.588414","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-99","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:26.247","22.588414","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:26.265","22.588414","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:26.355","22.588414","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:26.357","22.588414","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","14.0","","","","","","","","","","","","","","","",""
"20210917 10:40:26.520","22.588414","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:26.540","22.588414","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:27.443","22.588414","113.97276","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:27.521","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:28.567","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:29.409","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:29.414","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:29.691","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:30.861","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:31.386","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:31.982","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:32.515","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:32.528","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:32.832","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:33.136","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:33.407","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:34.255","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:35.412","22.588396","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:35.452","22.588386","113.972769","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:35.861","22.588386","113.972769","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:36.522","22.588386","113.972769","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:37.386","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:37.673","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:38.530","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-97","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:38.544","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-91","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:38.773","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-91","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:39.394","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-91","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:39.899","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-91","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:41.020","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-91","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:41.400","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-91","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:42.182","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-91","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:42.790","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-91","-7","7.0","","","","","","","","","","","","","","","",""
"20210917 10:40:43.136","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:43.151","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:43.298","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:43.396","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:44.438","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:45.540","22.58838","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:45.577","22.588347","113.972774","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:45.833","22.588347","113.972774","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:46.709","22.588347","113.972774","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:47.386","22.588329","113.972774","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:47.868","22.588329","113.972774","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:48.849","22.588329","113.972774","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:48.999","22.588329","113.972774","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-91","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:49.133","22.588329","113.972774","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:49.148","22.588329","113.972774","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:49.408","22.588321","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:50.117","22.588321","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:51.267","22.588321","113.972772","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:51.380","22.5883","113.972767","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:51.888","22.5883","113.972767","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:52.394","22.5883","113.972767","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:53.389","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:53.528","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:54.640","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:54.907","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-95","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:55.151","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:55.166","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:55.391","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:55.782","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:56.908","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:57.412","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:58.071","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:58.072","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:59.201","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:40:59.372","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:41:00.354","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:41:01.127","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:41:01.466","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:41:01.503","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:41:02.554","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:41:03.422","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:41:03.667","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-75","-93","-5","9.0","","","","","","","","","","","","","","","",""
"20210917 10:41:03.702","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:03.715","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:04.145","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:04.825","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:05.418","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:05.930","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:07.080","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:07.174","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:07.399","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:08.198","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:09.367","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:09.421","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:09.648","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-93","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:09.659","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-95","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:10.462","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-95","-5","14.0","","","","","","","","","","","","","","","",""
"20210917 10:41:11.390","22.588301","113.972768","LTE","","","","","","","","","","","9771","283","224778575","38950","","-73","-95","-5","14.0","","","","","","","","","","","","","","","",""
